escuela,region,distrito,total_matricula,curso,nivel,pct_estudiantes
NUEVA ESCUELA SU ANTONIO RIVERA,BAYAMON,BAYAMON,208,espa,avanzado,15.56
NUEVA INTERMEDIA,ARECIBO,MANATI,616,espa,avanzado,16.3
NUEVA SUP CON DEPARTAMENTO VOCACIONAL,BAYAMON,COROZAL,NA,espa,avanzado,NA
NUEVA SUPERIOR DE LOIZA,HUMACAO,CANOVANAS,561,espa,avanzado,6.25
NUEVA URBANA DE CIALES,ARECIBO,MANATI,706,espa,avanzado,7.96
OLGA E COLON TORRES,PONCE,YAUCO,145,espa,avanzado,91.3
OLGA MAS RAMIREZ,MAYAGUEZ,MAYAGUEZ,251,espa,avanzado,15.11
ONOFRE CARBALLEIRA,BAYAMON,TOA BAJA,241,espa,avanzado,3.91
OSCAR HERNANDEZ GUEVARA,CAGUAS,GUAYAMA,253,espa,avanzado,9.76
OSCAR L BUNKER,CAGUAS,GURABO,292,espa,avanzado,21.53
PABLO CARDONA,MAYAGUEZ,SAN SEBASTIAN,120,espa,avanzado,21.69
PABLO CASALS,BAYAMON,BAYAMON,540,espa,avanzado,35.87
PABLO COLON BERDECIA,CAGUAS,BARRANQUITAS,648,espa,avanzado,21.12
PABLO FUENTES RIVERA,CAGUAS,BARRANQUITAS,106,espa,avanzado,66.67
PACHIN MARIN,SAN JUAN,SAN JUAN II,315,espa,avanzado,5.56
PADRE NAZARIO,PONCE,YAUCO,132,espa,avanzado,52.22
PADRE PABLO GUTIERREZ,MAYAGUEZ,AGUADILLA,137,espa,avanzado,43.16
PADRE RUFO (BILINGUE),SAN JUAN,SAN JUAN I,355,espa,avanzado,42.38
PAPA JUAN XXIII,BAYAMON,BAYAMON,370,espa,avanzado,5.88
PAPA JUAN XXIII,BAYAMON,BAYAMON,491,espa,avanzado,40.38
PARCELAS AGUAS CLARAS,HUMACAO,FAJARDO,203,espa,avanzado,10.42
PARCELAS MARIA,MAYAGUEZ,AGUADILLA,253,espa,avanzado,19.61
PARCELAS REAL,PONCE,PONCE,155,espa,avanzado,63.44
PARCELAS VIEQUES,HUMACAO,CANOVANAS,142,espa,avanzado,7.84
PASCASIO P SANCERRIT,SAN JUAN,CAROLINA,425,espa,avanzado,7.89
PASO PALMA I,PONCE,UTUADO,75,espa,avanzado,63.89
PATRIA LATORRE,MAYAGUEZ,SAN SEBASTIAN,908,espa,avanzado,48.3
PATRIA PEREZ,PONCE,YAUCO,130,espa,avanzado,34.07
PAUL G MILLER,SAN JUAN,GUAYNABO,221,espa,avanzado,61.96
PAULA MOJICA,CAGUAS,GURABO,148,espa,avanzado,30.26
PEDRO AMADOR,ARECIBO,CAMUY,127,espa,avanzado,38.57
PEDRO BOSCH,HUMACAO,LAS PIEDRAS,271,espa,avanzado,17.13
PEDRO C TIMOTHEE ANEXO,SAN JUAN,SAN JUAN I,103,espa,avanzado,39.13
PEDRO CARLOS TIMOTHEE,SAN JUAN,SAN JUAN I,288,espa,avanzado,37.14
PEDRO COLON SANTIAGO,PONCE,SANTA ISABEL,271,espa,avanzado,18.54
PEDRO FALU ORELLANO,HUMACAO,CANOVANAS,791,espa,avanzado,8.96
PEDRO FIDEL COLBERG,MAYAGUEZ,CABO ROJO,223,espa,avanzado,21.33
PEDRO GUTIERREZ,HUMACAO,CANOVANAS,275,espa,avanzado,20.59
PEDRO J RODRIGUEZ,SAN JUAN,CAROLINA,299,espa,avanzado,25.81
PEDRO MELENDEZ SANTIAGO,PONCE,SANTA ISABEL,422,espa,avanzado,33.22
PEDRO MILLAN RIVERA,CAGUAS,GURABO,389,espa,avanzado,28.84
PEDRO MOCZO BANIET,SAN JUAN,CAROLINA,404,espa,avanzado,5.18
PEDRO NELSON COLBERG,MAYAGUEZ,CABO ROJO,NA,espa,avanzado,NA
PEDRO P CASABLANCA,BAYAMON,BAYAMON,252,espa,avanzado,0
PEDRO ROSARIO NIEVES,HUMACAO,FAJARDO,204,espa,avanzado,63.04
PEDRO SOTO RIVERA,CAGUAS,GUAYAMA,102,espa,avanzado,80.7
PEPITA ARENAS,CAGUAS,GURABO,215,espa,avanzado,16.03
PEPITA GARRIGA,CAGUAS,GURABO,279,espa,avanzado,58.62
PEPITA LOPEZ,HUMACAO,LAS PIEDRAS,128,espa,avanzado,41.86
PESA PARCELAS,ARECIBO,MANATI,137,espa,avanzado,58.46
PETRA CORRETJER DE O'NEILL,ARECIBO,MANATI,604,espa,avanzado,14.67
PETRA MERCADO BOUGART,HUMACAO,LAS PIEDRAS,794,espa,avanzado,18.18
PETRA ROMAN VIGO,SAN JUAN,CAROLINA,337,espa,avanzado,9.32
PETRA ZENON DE FABERY,SAN JUAN,GUAYNABO,563,espa,avanzado,10.34
PETROAMERICA PAGAN,CAGUAS,BARRANQUITAS,345,espa,avanzado,95.24
PINAS ARRIBA,CAGUAS,BARRANQUITAS,107,espa,avanzado,58.14
PLAYA GRANDE,HUMACAO,FAJARDO,201,espa,avanzado,5.43
PONCE HIGH SCHOOL,PONCE,PONCE,909,espa,avanzado,18.64
PORFIRIO CRUZ GARCIA,BAYAMON,COROZAL,193,espa,avanzado,7.69
PRE-VOCACIONAL CASIANO CEPEDA,HUMACAO,CANOVANAS,53,espa,avanzado,0
PRISCO FUENTES,SAN JUAN,CAROLINA,530,espa,avanzado,20.53
PROFESORA JUANA ROSARIO CARRERO,MAYAGUEZ,AGUADILLA,525,espa,avanzado,25.92
PROFESORA LUIZA MONSEGUR VELEZ,PONCE,YAUCO,163,espa,avanzado,61.61
PUERTO RICO AVIATION MAINTENANCE INSTITUTE,HUMACAO,FAJARDO,NA,espa,avanzado,NA
PUERTO RICO AVIATION MAINTENANCE INSTITUTE,MAYAGUEZ,AGUADILLA,NA,espa,avanzado,NA
PURIFICACION RODRIGUEZ,PONCE,SANTA ISABEL,337,espa,avanzado,49.73
QUEBRADA GRANDE,HUMACAO,FAJARDO,163,espa,avanzado,49.41
QUEBRADA HONDA,HUMACAO,YABUCOA,230,espa,avanzado,27.14
QUEBRADAS,PONCE,YAUCO,192,espa,avanzado,56.45
RABANAL,CAGUAS,BARRANQUITAS,262,espa,avanzado,28.46
RAFAEL ANTONIO DELGADO MATEO,CAGUAS,GUAYAMA,240,espa,avanzado,4.62
RAFAEL APARICIO JIMENEZ,PONCE,UTUADO,385,espa,avanzado,13.98
RAFAEL COLON SALGADO,BAYAMON,BAYAMON,475,espa,avanzado,35.88
RAFAEL CORDERO,MAYAGUEZ,AGUADILLA,133,espa,avanzado,23.16
RAFAEL CORDERO,SAN JUAN,SAN JUAN I,299,espa,avanzado,40.45
RAFAEL CORDERO,SAN JUAN,GUAYNABO,232,espa,avanzado,18.63
RAFAEL CORDERO,BAYAMON,TOA BAJA,476,espa,avanzado,16.03
RAFAEL CORDERO MOLINA,MAYAGUEZ,MAYAGUEZ,182,espa,avanzado,28.43
RAFAEL DE JESUS,HUMACAO,CANOVANAS,356,espa,avanzado,15.46
RAFAEL ESPARRA CARTAGENA,CAGUAS,GUAYAMA,117,espa,avanzado,35
RAFAEL FABIAN,MAYAGUEZ,AGUADILLA,185,espa,avanzado,22.83
RAFAEL HERNANDEZ,MAYAGUEZ,MAYAGUEZ,143,espa,avanzado,13.64
RAFAEL HERNANDEZ,SAN JUAN,SAN JUAN II,282,espa,avanzado,41.22
RAFAEL HERNANDEZ,BAYAMON,BAYAMON,261,espa,avanzado,14.74
RAFAEL HERNANDEZ,ARECIBO,VEGA ALTA,239,espa,avanzado,56.48
RAFAEL HERNANDEZ,ARECIBO,VEGA ALTA,377,espa,avanzado,12.77
RAFAEL HERNANDEZ MARIN,SAN JUAN,SAN JUAN I,281,espa,avanzado,32.81
RAFAEL IRIZARRY RIVERA,PONCE,YAUCO,452,espa,avanzado,8.88
RAFAEL MARIA DE LABRA,SAN JUAN,SAN JUAN I,257,espa,avanzado,7.98
RAFAEL MARTINEZ NADAL,MAYAGUEZ,MAYAGUEZ,161,espa,avanzado,27.97
RAFAEL MARTINEZ NADAL,SAN JUAN,GUAYNABO,583,espa,avanzado,5.82
RAFAEL N COCA,HUMACAO,CANOVANAS,436,espa,avanzado,11.33
RAFAEL PONT FLORES,CAGUAS,BARRANQUITAS,632,espa,avanzado,15.19
RAFAEL QUINONES VIDAL,SAN JUAN,SAN JUAN II,200,espa,avanzado,6.37
RAFAEL REXACH DUENO,HUMACAO,CANOVANAS,313,espa,avanzado,43.23
RAFAEL RIVERA OTERO,SAN JUAN,SAN JUAN II,233,espa,avanzado,13.85
RAFALINA E LEBRON FLORES,HUMACAO,YABUCOA,485,espa,avanzado,8.82
RALPH W EMERSON,ARECIBO,CAMUY,378,espa,avanzado,39.29
RAMIRO COLON COLON,PONCE,PONCE,213,espa,avanzado,20.73
RAMON AVILA MOLINARI,ARECIBO,CAMUY,309,espa,avanzado,62.07
RAMON B LOPEZ,BAYAMON,TOA BAJA,115,espa,avanzado,0
RAMON DE JESUS SIERRA,ARECIBO,CAMUY,688,espa,avanzado,43.42
RAMON E BETANCES,MAYAGUEZ,CABO ROJO,181,espa,avanzado,75.97
RAMON E RODRIGUEZ DIAZ,MAYAGUEZ,MAYAGUEZ,473,espa,avanzado,19.36
RAMON EMETERIO BETANCES,ARECIBO,CAMUY,279,espa,avanzado,22.22
RAMON JOSE DAVILA,PONCE,SANTA ISABEL,892,espa,avanzado,33.16
RAMON LOPEZ BERRIOS,PONCE,SANTA ISABEL,113,espa,avanzado,62.69
RAMON LUIS RIVERA,CAGUAS,CIDRA,157,espa,avanzado,65.63
RAMON MARIA TORRES,MAYAGUEZ,SAN SEBASTIAN,430,espa,avanzado,30.12
RAMON MARIN,PONCE,PONCE,175,espa,avanzado,80.82
RAMON MARIN SOLA,SAN JUAN,GUAYNABO,315,espa,avanzado,17
RAMON MORALES PENA,BAYAMON,BAYAMON,470,espa,avanzado,36.76
RAMON OLIVARES,MAYAGUEZ,CABO ROJO,162,espa,avanzado,48.86
RAMON PEREZ PURCELL,PONCE,YAUCO,238,espa,avanzado,71.19
RAMON POWER Y GIRALT,HUMACAO,LAS PIEDRAS,854,espa,avanzado,28.3
RAMON POWER Y GIRALT,SAN JUAN,SAN JUAN I,277,espa,avanzado,5.41
RAMON QUINONES MEDINA,HUMACAO,YABUCOA,609,espa,avanzado,21.09
RAMON QUINONES PACHECO,HUMACAO,FAJARDO,282,espa,avanzado,28.78
RAMON TORRES RIVERA,BAYAMON,OROCOVIS,175,espa,avanzado,52.1
RAMON VILA MAYO,SAN JUAN,SAN JUAN II,636,espa,avanzado,12
RAUL YBARRA,MAYAGUEZ,MAYAGUEZ,233,espa,avanzado,15.25
REGINO VEGA MATINEZ,CAGUAS,CIDRA,388,espa,avanzado,22.97
RENE MARQUES,SAN JUAN,CAROLINA,457,espa,avanzado,22.65
REPUBLICA DE BRAZIL,SAN JUAN,SAN JUAN I,240,espa,avanzado,20.12
REPUBLICA DE COLOMBIA,SAN JUAN,SAN JUAN II,368,espa,avanzado,0
REPUBLICA DE COSTA RICA,CAGUAS,GURABO,748,espa,avanzado,29.81
REPUBLICA DE MEXICO,SAN JUAN,SAN JUAN I,161,espa,avanzado,2.56
REPUBLICA DEL PERU,SAN JUAN,SAN JUAN I,201,espa,avanzado,10.46
REXVILLE ELEMENTAL,BAYAMON,BAYAMON,411,espa,avanzado,18.8
REXVILLE INTERMEDIA,BAYAMON,BAYAMON,403,espa,avanzado,6.93
RICARDO ARROYO LARACUENTE,ARECIBO,VEGA ALTA,392,espa,avanzado,9.21
RICARDO RODRIGUEZ TORRES,ARECIBO,MANATI,401,espa,avanzado,11.63
RIO CANAS ABAJO,MAYAGUEZ,MAYAGUEZ,272,espa,avanzado,19.25
RIO CANAS ARRIBA,MAYAGUEZ,MAYAGUEZ,99,espa,avanzado,9.52
ROBERTO CLEMENTE,SAN JUAN,CAROLINA,311,espa,avanzado,9.01
ROBERTO SILVA MORALES,HUMACAO,LAS PIEDRAS,413,espa,avanzado,18.02
RODULFO DEL VALLE,PONCE,PONCE,376,espa,avanzado,47.58
ROMAN BALDORIOTY DE CASTRO,CAGUAS,GUAYAMA,233,espa,avanzado,32.69
ROSA BERNARD,HUMACAO,CANOVANAS,374,espa,avanzado,26.23
ROSA C BENITEZ,CAGUAS,GURABO,384,espa,avanzado,52.88
ROSA COSTA VALDIVIESO,HUMACAO,YABUCOA,287,espa,avanzado,16.26
ROSA E MOLINARI,ARECIBO,ARECIBO,154,espa,avanzado,39.33
ROSA LUZ ZAYAS,BAYAMON,COROZAL,142,espa,avanzado,33.82
ROSA M RODRIGUEZ,ARECIBO,VEGA ALTA,155,espa,avanzado,22.99
ROSA PASCUALA PARIS,HUMACAO,FAJARDO,254,espa,avanzado,52.5
ROSA SANCHEZ  VARGAS,HUMACAO,YABUCOA,118,espa,avanzado,23.46
ROSALINA C MARTINEZ,SAN JUAN,GUAYNABO,355,espa,avanzado,10.13
ROSENDO MATIENZO CINTRON,HUMACAO,CANOVANAS,252,espa,avanzado,1.82
ROSENDO MATIENZO CINTRON,MAYAGUEZ,CABO ROJO,135,espa,avanzado,40
ROSENDO MATIENZO CINTRON,BAYAMON,TOA BAJA,289,espa,avanzado,34.13
RUBEN RODRIGUEZ FIGUEROA,BAYAMON,COROZAL,765,espa,avanzado,22.03
RUFINO HUERTAS,PONCE,SANTA ISABEL,188,espa,avanzado,37.07
RUFINO VIGO,HUMACAO,LAS PIEDRAS,370,espa,avanzado,10.68
RUTH EVELYN CRUZ SANTOS,CAGUAS,CIDRA,816,espa,avanzado,15.7
RUTHERFORD B HAYES,PONCE,SANTA ISABEL,355,espa,avanzado,23.46
RVDO FELIX CASTRO RODRIGUEZ,SAN JUAN,CAROLINA,252,espa,avanzado,23.51
SABANA LLANA,SAN JUAN,SAN JUAN II,234,espa,avanzado,2.15
SABANETAS MANI,MAYAGUEZ,MAYAGUEZ,197,espa,avanzado,17.7
SABINO RIVERA BERRIOS,PONCE,SANTA ISABEL,212,espa,avanzado,46
SALVADOR BRAU (INTERMEDIA),SAN JUAN,CAROLINA,265,espa,avanzado,16.2
SALVADOR BRAU ELEMENTAL,CAGUAS,CIDRA,300,espa,avanzado,27.08
SALVADOR FUENTES,MAYAGUEZ,AGUADILLA,213,espa,avanzado,7.02
SALVADOR RODRIGUEZ,CAGUAS,GURABO,87,espa,avanzado,29.41
SAN AGUSTIN,SAN JUAN,SAN JUAN II,286,espa,avanzado,20.15
SAN MARTIN (ANGELES PASTOR),SAN JUAN,SAN JUAN II,205,espa,avanzado,31.88
SAN PATRICIO,PONCE,UTUADO,150,espa,avanzado,36.84
SAN VICENTE,ARECIBO,VEGA ALTA,265,espa,avanzado,24.85
SANTA ROSA III,SAN JUAN,GUAYNABO,268,espa,avanzado,61.9
SANTA TERESITA,PONCE,PONCE,222,espa,avanzado,43.59
SANTIAGO IGLESIAS  PANTIN,HUMACAO,FAJARDO,510,espa,avanzado,8.33
SANTIAGO IGLESIAS PANTIN,SAN JUAN,SAN JUAN II,332,espa,avanzado,15.56
SANTIAGO IGLESIAS PANTIN,SAN JUAN,SAN JUAN II,164,espa,avanzado,3.06
SANTIAGO IGLESIAS PANTIN,SAN JUAN,GUAYNABO,467,espa,avanzado,15.13
SANTIAGO NEGRONI,PONCE,YAUCO,255,espa,avanzado,36.7
SANTIAGO TORRES,HUMACAO,LAS PIEDRAS,248,espa,avanzado,7.36
SEBASTIAN PABON ALVES (COROZO),MAYAGUEZ,CABO ROJO,195,espa,avanzado,19.85
SEGUNDA UNIDAD BO PUERTO REAL,MAYAGUEZ,CABO ROJO,494,espa,avanzado,13.33
SEGUNDO RUIZ BELVIS,MAYAGUEZ,MAYAGUEZ,767,espa,avanzado,23.53
SEGUNDO RUIZ BELVIS,MAYAGUEZ,MAYAGUEZ,239,espa,avanzado,9.73
SEGUNDO RUIZ BELVIS,SAN JUAN,SAN JUAN I,165,espa,avanzado,10.26
SEVERO E COLBERG RAMIREZ,MAYAGUEZ,CABO ROJO,421,espa,avanzado,19.73
SILVESTRE MARTINEZ,BAYAMON,COROZAL,300,espa,avanzado,67.18
SIMON MADERA,CAGUAS,GUAYAMA,321,espa,avanzado,35.83
SINFOROSO APONTE,CAGUAS,BARRANQUITAS,161,espa,avanzado,54.35
SOFIA REXACH,SAN JUAN,SAN JUAN II,166,espa,avanzado,20.9
SOR ISOLINA FERRE,PONCE,PONCE,416,espa,avanzado,17.88
SOTERO FIGUEROA,SAN JUAN,SAN JUAN I,410,espa,avanzado,41.18
STELLA MARQUEZ,CAGUAS,GUAYAMA,382,espa,avanzado,9.59
SU  ADAMS,MAYAGUEZ,AGUADILLA,827,espa,avanzado,22.2
SU  ALMIRANTE NORTE,ARECIBO,VEGA ALTA,522,espa,avanzado,24.58
SU ADOLFO GARCIA,BAYAMON,COROZAL,301,espa,avanzado,12.21
SU AGAPITO LOPEZ FLORES,HUMACAO,LAS PIEDRAS,349,espa,avanzado,17.32
SU ALFREDO DORRINGTON,MAYAGUEZ,MAYAGUEZ,313,espa,avanzado,8.93
SU ANA DALILA BURGOS ORTIZ,BAYAMON,OROCOVIS,158,espa,avanzado,72
SU ANA JOAQUINA ORTIZ ORTIZ,BAYAMON,OROCOVIS,187,espa,avanzado,44.8
SU ANDRES SANDIN,HUMACAO,YABUCOA,341,espa,avanzado,16.67
SU ANGELICA DELGADO,ARECIBO,CAMUY,427,espa,avanzado,33.59
SU ANTONIA SERRANO GONZALEZ,PONCE,UTUADO,190,espa,avanzado,34.48
SU ANTONIO ACARON CORREA,MAYAGUEZ,CABO ROJO,351,espa,avanzado,30
SU ANTONIO ROMERO MUNIZ,PONCE,UTUADO,267,espa,avanzado,11.17
SU ARISTIDES MAISONAVE,MAYAGUEZ,SAN SEBASTIAN,137,espa,avanzado,28.89
SU ASUNCION LUGO,HUMACAO,YABUCOA,217,espa,avanzado,16.45
SU BARRIO SABANA HOYOS (NUEVA),ARECIBO,ARECIBO,593,espa,avanzado,26.56
SU BAYAMONCITO,CAGUAS,CIDRA,288,espa,avanzado,27.93
SU BERNALDO MENDEZ JIMENEZ,MAYAGUEZ,SAN SEBASTIAN,416,espa,avanzado,11.89
SU BONIFACIO ALVARADO,BAYAMON,OROCOVIS,190,espa,avanzado,57.69
SU BOTIJAS I,BAYAMON,OROCOVIS,186,espa,avanzado,31.9
SU CACIQUE MAJAGUA,BAYAMON,BAYAMON,248,espa,avanzado,11.48
SU CARLOS ZAYAS,HUMACAO,YABUCOA,258,espa,avanzado,14.29
SU CARMELO SERRANO CUBANO,MAYAGUEZ,SAN SEBASTIAN,352,espa,avanzado,17.83
SU CARMEN VIGNALS ROSARIO,MAYAGUEZ,CABO ROJO,265,espa,avanzado,21.76
SU CARMEN ZENAIDA VEGA (LA PLATA),CAGUAS,BARRANQUITAS,217,espa,avanzado,24.5
SU CERTENEJAS II,CAGUAS,CIDRA,435,espa,avanzado,20.25
SU CLARA M ARAMBURU,HUMACAO,LAS PIEDRAS,494,espa,avanzado,12.23
SU CRUZ ORTIZ STELLA,HUMACAO,LAS PIEDRAS,269,espa,avanzado,28.1
SU CUCHILLAS,MAYAGUEZ,SAN SEBASTIAN,255,espa,avanzado,16.75
SU DAVID ANTONGIORGI CORDOVA,MAYAGUEZ,CABO ROJO,547,espa,avanzado,41.9
SU DAVID COLON VEGA,BAYAMON,OROCOVIS,202,espa,avanzado,42.31
SU DEMETRIO RIVERA,BAYAMON,COROZAL,400,espa,avanzado,23.08
SU DR ARTURO MORALES CARRION,SAN JUAN,SAN JUAN II,383,espa,avanzado,10.31
SU EL PINO,PONCE,SANTA ISABEL,NA,espa,avanzado,NA
SU ENRIQUE DE JESUS BORRAS,ARECIBO,ARECIBO,274,espa,avanzado,30
SU EPIFANIO ESTRADA,MAYAGUEZ,AGUADILLA,730,espa,avanzado,28.21
SU EUGENIO MARIA DE HOSTOS,ARECIBO,CAMUY,107,espa,avanzado,25
SU EUGENIO MARIA DE HOSTOS,CAGUAS,CIDRA,208,espa,avanzado,9.16
SU EUGENIO NAZARIO SOTO,PONCE,SANTA ISABEL,206,espa,avanzado,22.58
SU FEDERICO DEGETAU,ARECIBO,ARECIBO,609,espa,avanzado,34.62
SU FEDERICO DEGETAU,MAYAGUEZ,CABO ROJO,302,espa,avanzado,18.32
SU FELISA RINCON DE GAUTHIER,MAYAGUEZ,MAYAGUEZ,110,espa,avanzado,70.97
SU FRANCISCO FELICIE MARTINEZ,ARECIBO,VEGA ALTA,575,espa,avanzado,27.95
SU FRANCISCO MARIA  QUINONES,MAYAGUEZ,CABO ROJO,266,espa,avanzado,31.12
SU FRANCISCO SERRANO,ARECIBO,MANATI,306,espa,avanzado,20.86
SU FRANCISCO VAZQUEZ PUEYO,MAYAGUEZ,CABO ROJO,169,espa,avanzado,28.35
SU FRANCISCO VINCENTY,MAYAGUEZ,MAYAGUEZ,94,espa,avanzado,21.74
SU GALO ROSADO,MAYAGUEZ,CABO ROJO,286,espa,avanzado,30.17
SU GERARDO SELLES SOLA,CAGUAS,CIDRA,300,espa,avanzado,23.66
SU HATILLO,PONCE,SANTA ISABEL,553,espa,avanzado,39.2
SU HECTOR I RIVERA,PONCE,UTUADO,240,espa,avanzado,16.18
SU HELECHAL,CAGUAS,BARRANQUITAS,224,espa,avanzado,16.86
SU HIGINIO FIGUEROA VILLEGAS,HUMACAO,YABUCOA,390,espa,avanzado,15.7
SU HONORIO HERNANDEZ,ARECIBO,CAMUY,369,espa,avanzado,14.77
SU JAGUAL ADENTRO,HUMACAO,YABUCOA,272,espa,avanzado,15.18
SU JAIME CASTANER,PONCE,YAUCO,191,espa,avanzado,26.28
SU JESUS T SANABRIA CRUZ,HUMACAO,YABUCOA,505,espa,avanzado,52.04
SU JOAQUIN PARRILLA,HUMACAO,YABUCOA,203,espa,avanzado,13.87
SU JOAQUIN VAZQUEZ CRUZ,ARECIBO,CAMUY,296,espa,avanzado,40.78
SU JORGE LUCAS VALDIVIESO,PONCE,YAUCO,278,espa,avanzado,18.8
SU JOSE A VARGAS,MAYAGUEZ,SAN SEBASTIAN,265,espa,avanzado,11.27
SU JOSE CELSO BARBOSA,CAGUAS,BARRANQUITAS,527,espa,avanzado,33.61
SU JOSE GONZALEZ GINORIO,PONCE,SANTA ISABEL,261,espa,avanzado,24.58
SU JOSE R BARRERAS,BAYAMON,OROCOVIS,355,espa,avanzado,33.47
SU JOSE TORO RIOS,HUMACAO,LAS PIEDRAS,352,espa,avanzado,17.12
SU JOSEFINA SITIRICHE,CAGUAS,GURABO,381,espa,avanzado,13.94
SU JUAN ALEMANY SILVA,CAGUAS,GUAYAMA,275,espa,avanzado,23.15
SU JUAN B SOTO,MAYAGUEZ,AGUADILLA,265,espa,avanzado,6.54
SU JUAN CANCIO ORTIZ DE LA RENTA,MAYAGUEZ,CABO ROJO,467,espa,avanzado,10.73
SU JUAN STUBBE,CAGUAS,CIDRA,366,espa,avanzado,20.83
SU JULIAN MARRERO,BAYAMON,COROZAL,553,espa,avanzado,11.39
SU LA LOMA (ANTONIO VAZQUEZ RAMOS),CAGUAS,BARRANQUITAS,199,espa,avanzado,96.75
SU LAJITAS (RAMON T RIVERA),CAGUAS,BARRANQUITAS,260,espa,avanzado,40.68
SU LAURO GONZALEZ HIJO,MAYAGUEZ,MAYAGUEZ,220,espa,avanzado,36.36
SU LUCIANO RIOS,HUMACAO,LAS PIEDRAS,273,espa,avanzado,4.55
SU LUIS MUNOZ RIVERA,ARECIBO,CAMUY,720,espa,avanzado,26.16
SU MACANA,PONCE,YAUCO,580,espa,avanzado,29.16
SU MANUEL ORTIZ,HUMACAO,YABUCOA,162,espa,avanzado,34.96
SU MANUEL ORTIZ SUYA,HUMACAO,YABUCOA,134,espa,avanzado,6.56
SU MANUEL RUIZ GANDIA,ARECIBO,ARECIBO,503,espa,avanzado,18.03
SU MARCOS SANCHEZ,HUMACAO,YABUCOA,105,espa,avanzado,9.88
SU MARIA C SANTIAGO,CAGUAS,BARRANQUITAS,280,espa,avanzado,14.01
SU MARTA LAFONTAINE,PONCE,UTUADO,116,espa,avanzado,50
SU MATRULLAS,BAYAMON,OROCOVIS,146,espa,avanzado,15.57
SU MAXIMINO A SALAS,MAYAGUEZ,SAN SEBASTIAN,352,espa,avanzado,19.19
SU MERCEDES PALMA,CAGUAS,GURABO,154,espa,avanzado,23.85
SU NEMESIO R CANALES,PONCE,UTUADO,248,espa,avanzado,11.35
SU NICOLAS RODRIGUEZ,BAYAMON,COROZAL,378,espa,avanzado,17.28
SU OSCAR PORRATA DORIA,CAGUAS,BARRANQUITAS,174,espa,avanzado,48.11
SU PASTO,CAGUAS,BARRANQUITAS,365,espa,avanzado,23.59
SU PEDRO DIAZ FONSECA,CAGUAS,CIDRA,201,espa,avanzado,11.04
SU PEDRO FERNANDEZ,BAYAMON,COROZAL,372,espa,avanzado,21.48
SU PEDRO M DOMINICCI,CAGUAS,CIDRA,304,espa,avanzado,25.24
SU PEDRO RIVERA MOLINA,HUMACAO,LAS PIEDRAS,646,espa,avanzado,17.49
SU RAFAEL HERNANDEZ,SAN JUAN,GUAYNABO,164,espa,avanzado,5.13
SU RAFAEL ZAMOT CRUZ,ARECIBO,ARECIBO,296,espa,avanzado,42.65
SU RAMON ALEJANDRO  AYALA,CAGUAS,BARRANQUITAS,385,espa,avanzado,9.82
SU RAMON E BETANCES,ARECIBO,ARECIBO,289,espa,avanzado,30.1
SU REXFORD GUY TUGWELL,CAGUAS,CIDRA,52,espa,avanzado,42.86
SU RIO JUEYES,PONCE,SANTA ISABEL,313,espa,avanzado,14.49
SU ROGELIO ROSADO,HUMACAO,YABUCOA,281,espa,avanzado,15.96
SU SABANA (SU ALEJANDRINA RIOS),HUMACAO,CANOVANAS,273,espa,avanzado,16.24
SU SALTOS CABRAS,BAYAMON,OROCOVIS,183,espa,avanzado,78.89
SU SANAMUERTOS,BAYAMON,OROCOVIS,275,espa,avanzado,28.25
SU SANDALIO MARCANO,CAGUAS,GURABO,177,espa,avanzado,26.72
SU SANTIAGO R PALMER,ARECIBO,CAMUY,348,espa,avanzado,37.9
SU SILVERIO GARCIA,HUMACAO,FAJARDO,291,espa,avanzado,5.63
SU TORIBIO RIVERA,ARECIBO,MANATI,182,espa,avanzado,18.85
SU VIDAL SERRANO,CAGUAS,GURABO,264,espa,avanzado,21.16
SU ZOILO GRACIA,PONCE,SANTA ISABEL,204,espa,avanzado,22.14
SUP BO SAN ISIDRO VOCACIONAL,HUMACAO,CANOVANAS,NA,espa,avanzado,NA
SUP MANUEL RAMOS HERNANDEZ,ARECIBO,CAMUY,714,espa,avanzado,23.31
SUP VOC MANUEL MEDIAVILLA,HUMACAO,LAS PIEDRAS,707,espa,avanzado,10
SUPERIOR CATALINA MORALES FLORES,MAYAGUEZ,SAN SEBASTIAN,756,espa,avanzado,19.33
SUPERIOR ISIDRO A SANCHEZ,HUMACAO,CANOVANAS,894,espa,avanzado,16.59
SUPERIOR JARDINES DE PONCE,PONCE,PONCE,596,espa,avanzado,9.92
SUPERIOR MIGUEL F SANTIAGO ECHEGARAY,ARECIBO,CAMUY,313,espa,avanzado,23.38
SUPERIOR NUEVA,MAYAGUEZ,MAYAGUEZ,229,espa,avanzado,21.57
SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,PONCE,YAUCO,898,espa,avanzado,26.01
SUPERIOR URBANA,CAGUAS,GUAYAMA,533,espa,avanzado,11.04
SUPERIOR URBANA,CAGUAS,CIDRA,958,espa,avanzado,14.29
SUPERIOR URBANA NUEVA,CAGUAS,GUAYAMA,646,espa,avanzado,16.96
SUPERIOR VOCACIONAL,ARECIBO,ARECIBO,1309,espa,avanzado,30.72
SUPERIOR VOCACIONAL,PONCE,UTUADO,640,espa,avanzado,9.52
